code,total,train,dev,test
054.79,27,24,1,2
438.7,27,20,1,6
722.4,26,23,0,3
99.81,26,26,0,0
E901.0,26,21,3,2
32.59,26,23,1,2
922.1,26,23,1,2
305.02,26,23,1,2
719.47,26,24,0,2
34.3,26,25,0,1
447.2,26,26,0,0
54.51,26,22,1,3
528.3,26,23,0,3
348.9,26,20,3,3
156.0,26,19,3,4
320.9,26,26,0,0
447.0,26,23,1,2
596.1,26,25,1,0
35.32,26,18,2,6
305.93,26,25,0,1
320.82,26,24,1,1
252.1,26,23,1,2
038.44,26,22,3,1
44.67,26,23,0,3
041.00,26,26,0,0
336.9,26,23,0,3
00.33,26,26,0,0
459.9,26,22,1,3
E980.4,26,19,4,3
45.72,26,22,2,2
V12.02,26,21,2,3
V49.62,26,25,0,1
723.4,26,23,0,3
959.01,26,23,2,1
78.41,26,22,1,3
864.01,26,24,1,1
901.0,26,25,0,1
300.29,26,20,3,3
273.2,26,23,1,2
200.20,26,24,0,2
182.0,26,22,3,1
E819.2,26,21,0,5
395.0,26,23,0,3
764.06,26,26,0,0
802.20,26,26,0,0
555.1,26,23,1,2
E968.2,26,25,0,1
304.11,26,22,2,2
441.1,25,23,1,1
525.8,25,22,0,3
220,25,22,1,2
46.13,25,25,0,0
569.61,25,23,0,2
V58.12,25,22,1,2
582.9,25,24,1,0
747.10,25,25,0,0
34.4,25,23,1,1
009.0,25,19,2,4
E929.9,25,23,0,2
372.00,25,24,0,1
58.6,25,20,0,5
37.68,25,21,2,2
438.22,25,21,1,3
881.01,25,21,1,3
52.82,25,25,0,0
E938.4,25,23,0,2
V09.91,25,21,2,2
E929.8,25,23,0,2
04.3,25,21,1,3
278.8,25,22,1,2
873.41,25,21,0,4
E935.6,25,18,1,6
763.0,25,25,0,0
745.2,25,25,0,0
873.64,25,24,0,1
756.79,25,25,0,0
196.5,25,25,0,0
866.01,25,22,2,1
00.91,25,22,1,2
271.0,25,23,0,2
569.1,25,24,0,1
92.27,25,24,0,1
404.93,25,24,1,0
36.19,25,24,0,1
835.00,25,22,1,2
778.8,25,25,0,0
962.3,25,24,1,0
753.10,25,20,3,2
919.0,25,23,0,2
228.02,25,22,0,3
040.82,25,21,2,2
552.1,25,23,1,1
46.79,24,22,0,2
86.83,24,22,0,2
250.03,24,23,0,1
E849.3,24,20,3,1
42.81,24,20,1,3
453.51,24,18,4,2
801.00,24,23,0,1
999.39,24,22,0,2
57.81,24,20,1,3
447.4,24,20,2,2
77.67,24,24,0,0
53.00,24,22,1,1
V58.63,24,20,1,3
873.40,24,21,1,2
508.1,24,22,0,2
V10.44,24,18,2,4
682.8,24,18,0,6
535.30,24,17,1,6
305.21,24,20,2,2
715.91,24,21,1,2
344.60,24,21,1,2
77.81,24,23,0,1
708.0,24,20,2,2
575.4,24,19,1,4
79.61,24,22,0,2
54.95,24,22,2,0
847.0,24,20,0,4
913.0,24,23,1,0
853.05,24,22,0,2
02.04,24,19,3,2
V63.2,24,23,1,0
V58.62,24,20,3,1
303.92,24,20,0,4
55.4,24,23,1,0
853.02,24,24,0,0
599.60,24,18,1,5
V10.01,24,19,0,5
644.21,24,21,0,3
93.44,24,20,1,3
924.11,24,22,1,1
812.00,24,23,0,1
365.70,24,18,4,2
263.8,24,20,1,3
304.03,24,20,3,1
V16.8,24,18,1,5
202.88,24,24,0,0
265.1,24,19,1,4
998.51,24,19,1,4
574.31,24,21,0,3
883.0,24,20,2,2
44.31,24,24,0,0
35.27,24,20,1,3
868.01,24,22,0,2
765.13,24,24,0,0
E965.4,24,21,0,3
53.71,24,18,0,6
53.9,24,22,1,1
32.20,24,21,2,1
864.04,24,22,1,1
342.80,24,22,1,1
779.5,24,24,0,0
826.0,24,21,0,3
39.43,23,22,0,1
528.09,23,15,4,4
307.1,23,22,1,0
446.29,23,21,1,1
599.69,23,18,1,4
999.3,23,23,0,0
806.09,23,20,0,3
790.94,23,19,0,4
53.7,23,21,2,0
583.89,23,22,1,0
800.21,23,19,0,4
37.81,23,19,3,1
V43.61,23,19,0,4
824.2,23,18,2,3
39.26,23,22,0,1
695.9,23,20,2,1
426.7,23,22,1,0
78.59,23,21,1,1
627.1,23,19,1,3
782.7,23,21,0,2
875.0,23,22,0,1
V85.36,23,17,2,4
E931.9,23,22,1,0
537.4,23,22,0,1
821.11,23,19,1,3
318.1,23,22,0,1
426.53,23,21,0,2
301.7,23,20,1,2
346.80,23,20,1,2
345.41,23,19,1,3
38.46,23,22,0,1
81.92,23,22,0,1
595.82,23,20,0,3
737.39,23,19,2,2
823.92,23,23,0,0
784.42,23,19,1,3
E980.3,23,22,0,1
482.40,23,21,1,1
765.29,23,23,0,0
934.0,23,20,0,3
238.79,23,22,0,1
579.8,23,23,0,0
772.13,23,23,0,0
786.39,23,17,2,4
791.0,23,20,0,3
296.24,23,21,1,1
784.69,23,19,1,3
95.47,23,23,0,0
905.4,23,22,0,1
480.9,23,18,2,3
V65.49,23,18,2,3
772.12,23,23,0,0
349.31,23,20,1,2
310.2,23,20,1,2
088.81,23,20,0,3
35.05,23,17,2,4
682.5,22,20,0,2
531.70,22,14,6,2
37.89,22,22,0,0
433.21,22,17,1,4
83.02,22,20,2,0
E965.0,22,19,1,2
969.8,22,22,0,0
571.3,22,21,1,0
967.8,22,19,0,3
442.81,22,21,1,0
751.1,22,22,0,0
759.6,22,21,0,1
202.00,22,20,0,2
45.14,22,20,0,2
698.3,22,19,2,1
924.10,22,16,0,6
78.57,22,18,1,3
530.84,22,17,0,5
595.9,22,18,1,3
709.9,22,21,0,1
550.10,22,19,1,2
428.1,22,22,0,0
78.13,22,21,0,1
300.9,22,21,0,1
870.0,22,20,0,2
788.21,22,18,0,4
573.4,22,22,0,0
202.10,22,18,0,4
757.33,22,22,0,0
83.64,22,17,2,3
862.29,22,21,1,0
196.6,22,22,0,0
97.29,22,20,0,2
773.1,22,22,0,0
788.31,22,18,1,3
110.4,22,19,2,1
22.42,22,19,2,1
710.4,22,21,0,1
79.71,22,20,2,0
80.86,22,16,3,3
331.5,22,18,1,3
V17.4,22,22,0,0
801.06,22,19,1,2
648.91,22,19,0,3
860.5,22,18,2,2
362.81,22,20,1,1
32.5,22,22,0,0
453.83,22,19,1,2
156.2,22,20,0,2
574.71,22,21,1,0
478.24,22,20,1,1
80.16,22,19,1,2
806.25,22,21,0,1
V29.8,22,22,0,0
342.02,22,17,2,3
325,22,21,0,1
49.21,22,20,1,1
733.14,22,21,1,0
593.5,21,14,1,6
253.7,21,19,2,0
333.85,21,16,4,1
868.13,21,20,0,1
99.02,21,21,0,0
286.4,21,19,0,2
274.00,21,17,1,3
38.94,21,19,2,0
83.44,21,16,2,3
79.19,21,18,2,1
770.3,21,21,0,0
453.6,21,13,2,6
21.02,21,17,1,3
801.02,21,20,1,0
574.61,21,20,0,1
970.81,21,14,1,6
596.51,21,16,1,4
V49.71,21,18,2,1
E870.4,21,19,0,2
V46.1,21,21,0,0
532.50,21,20,0,1
61.3,21,17,3,1
054.3,21,19,2,0
362.02,21,16,3,2
553.29,21,18,0,3
269.0,21,19,1,1
301.9,21,19,1,1
02.03,21,19,0,2
289.4,21,18,2,1
38.16,21,21,0,0
79.67,21,18,0,3
707.01,21,17,0,4
746.85,21,20,0,1
648.24,21,19,0,2
345.11,21,13,4,4
V17.1,21,17,2,2
99.59,21,21,0,0
00.43,21,20,1,0
519.01,21,20,0,1
22.19,21,14,3,4
V54.89,21,17,2,2
789.04,21,20,1,0
780.03,21,17,0,4
385.89,21,20,1,0
288.04,21,20,0,1
01.02,21,19,0,2
070.20,21,21,0,0
88.76,21,17,1,3
291.1,21,19,1,1
812.20,21,19,1,1
767.19,21,21,0,0
823.01,21,21,0,0
473.8,21,21,0,0
536.2,21,19,2,0
482.49,21,21,0,0
54.74,21,18,0,3
625.6,21,18,0,3
574.90,21,19,0,2
806.04,21,18,1,2
429.4,21,20,0,1
37.24,21,19,0,2
V20.2,21,21,0,0
552.8,21,20,0,1
V55.6,21,20,0,1
436,21,21,0,0
666.12,21,20,1,0
255.0,20,16,1,3
862.1,20,17,1,2
54.24,20,15,1,4
997.99,20,17,2,1
480.1,20,18,1,1
996.44,20,17,2,1
00.24,20,16,3,1
E858.0,20,19,1,0
27.59,20,19,0,1
315.9,20,16,1,3
996.42,20,14,5,1
112.9,20,18,1,1
438.21,20,18,1,1
256.4,20,17,1,2
42.82,20,18,0,2
46.42,20,16,2,2
37.76,20,18,1,1
290.3,20,19,1,0
V49.84,20,17,1,2
603.9,20,18,0,2
733.6,20,16,1,3
813.05,20,15,0,5
567.81,20,18,0,2
V42.5,20,17,1,2
969.09,20,12,3,5
50.4,20,16,2,2
E849.6,20,19,1,0
751.2,20,20,0,0
478.75,20,18,0,2
244.3,20,17,0,3
998.09,20,15,3,2
225.0,20,17,1,2
78.18,20,19,0,1
861.22,20,18,0,2
154.0,20,19,0,1
793.19,20,14,0,6
06.09,20,19,0,1
06.4,20,19,0,1
E930.1,20,15,2,3
V85.38,20,13,4,3
246.9,20,14,1,5
E819.1,20,19,0,1
443.89,20,17,2,1
150.4,20,17,0,3
648.22,20,18,1,1
341.9,20,17,1,2
996.52,20,19,0,1
E953.0,20,18,1,1
218.1,20,18,1,1
V45.12,20,19,1,0
297.1,20,18,0,2
996.31,20,20,0,0
890.0,20,16,2,2
851.85,19,18,0,1
44.69,19,16,1,2
552.20,19,19,0,0
900.89,19,17,1,1
860.1,19,18,1,0
751.5,19,19,0,0
996.68,19,19,0,0
596.4,19,19,0,0
46.71,19,17,0,2
E850.0,19,14,1,4
V85.32,19,18,0,1
648.93,19,18,0,1
E934.4,19,16,0,3
730.15,19,19,0,0
08.51,19,16,1,2
97.82,19,18,0,1
873.49,19,18,1,0
009.1,19,16,2,1
21.03,19,19,0,0
783.40,19,17,1,1
540.1,19,18,1,0
250.73,19,16,0,3
860.3,19,17,1,1
V14.2,19,16,0,3
356.8,19,16,2,1
730.25,19,19,0,0
93.53,19,16,2,1
291.2,19,18,1,0
93.55,19,18,0,1
579.9,19,12,1,6
521.09,19,17,1,1
794.39,19,17,0,2
289.51,19,18,1,0
344.61,19,18,1,0
304.31,19,18,0,1
811.03,19,17,0,2
V44.59,19,17,1,1
289.82,19,16,2,1
84.01,19,17,1,1
866.00,19,18,1,0
427.61,19,15,1,3
405.91,19,15,0,4
V85.39,19,10,2,7
821.21,19,18,0,1
270.4,19,16,3,0
99.01,19,19,0,0
453.9,19,18,1,0
279.06,19,16,0,3
611.0,19,18,1,0
198.6,19,19,0,0
805.03,19,15,1,3
569.9,19,15,2,2
998.30,19,14,1,4
250.90,19,17,1,1
825.21,19,18,1,0
724.01,19,15,1,3
81.35,19,17,1,1
553.8,19,14,2,3
041.9,19,15,1,3
685.1,19,19,0,0
482.30,19,17,1,1
284.11,19,17,1,1
787.60,19,13,3,3
808.8,19,17,1,1
478.32,19,16,1,2
33.43,19,18,0,1
813.01,19,15,0,4
296.40,19,17,0,2
V12.41,18,18,0,0
307.81,18,14,0,4
200.80,18,15,2,1
709.01,18,15,1,2
99.17,18,16,0,2
E941.1,18,14,2,2
482.39,18,17,1,0
815.00,18,18,0,0
784.49,18,17,0,1
519.11,18,15,1,2
80.05,18,15,1,2
751.69,18,17,1,0
560.0,18,16,0,2
54.93,18,17,1,0
070.1,18,17,1,0
473.0,18,12,2,4
172.9,18,13,4,1
279.01,18,17,0,1
54.75,18,18,0,0
V85.34,18,13,2,3
709.2,18,14,1,3
803.21,18,14,1,3
580.9,18,17,1,0
698.8,18,12,4,2
51.12,18,16,0,2
E888,18,17,0,1
823.22,18,15,2,1
831.00,18,17,0,1
357.82,18,18,0,0
79.07,18,17,0,1
756.0,18,18,0,0
935.2,18,16,0,2
89.59,18,18,0,0
V85.44,18,16,0,2
53.80,18,16,0,2
787.23,18,12,2,4
528.0,18,18,0,0
070.22,18,18,0,0
E815.2,18,15,1,2
342.81,18,14,0,4
534.90,18,16,0,2
831.04,18,16,0,2
574.41,18,17,0,1
438.53,18,14,0,4
E849.4,18,17,1,0
251.3,18,15,2,1
345.51,18,13,4,1
729.9,18,18,0,0
37.32,18,18,0,0
840.4,18,16,2,0
242.20,18,17,0,1
368.40,18,14,0,4
202.81,18,16,0,2
726.5,18,18,0,0
516.3,18,16,0,2
31.43,18,16,1,1
277.7,18,15,3,0
80.15,18,16,0,2
411.81,17,16,0,1
44.5,17,16,1,0
911.0,17,16,0,1
59.94,17,17,0,0
83.43,17,14,0,3
348.3,17,17,0,0
V02.61,17,12,4,1
346.00,17,13,0,4
008.69,17,12,1,4
283.11,17,16,0,1
202.83,17,16,0,1
29.12,17,16,0,1
441.00,17,15,0,2
233.0,17,17,0,0
353.0,17,14,0,3
801.12,17,14,1,2
996.75,17,13,1,3
45.30,17,12,2,3
564.89,17,15,1,1
433.00,17,14,2,1
440.29,17,15,0,2
200.00,17,17,0,0
437.8,17,14,1,2
300.11,17,17,0,0
764.04,17,17,0,0
E969,17,15,1,1
272.8,17,12,2,3
786.51,17,14,1,2
607.89,17,15,2,0
686.9,17,13,1,3
96.38,17,17,0,0
998.4,17,16,1,0
733.49,17,15,2,0
238.1,17,14,1,2
E870.5,17,14,1,2
00.50,17,16,0,1
484.1,17,15,1,1
E881.1,17,15,0,2
87.21,17,17,0,0
574.01,17,17,0,0
512.89,17,13,1,3
327.26,17,16,0,1
379.50,17,9,2,6
742.2,17,17,0,0
389.10,17,14,3,0
783.5,17,12,4,1
46.94,17,15,0,2
E813.0,17,17,0,0
300.02,17,15,1,1
426.6,17,15,1,1
726.33,17,15,0,2
722.92,17,14,0,3
288.4,17,15,0,2
48.36,17,15,0,2
77.85,17,16,1,0
60.5,17,14,0,3
331.83,17,17,0,0
478.19,17,15,1,1
789.03,17,17,0,0
296.34,17,16,0,1
801.16,17,16,0,1
99.72,17,15,1,1
447.8,17,15,1,1
V85.37,17,15,1,1
751.62,17,15,1,1
716.99,17,14,1,2
211.5,17,14,1,2
299.80,17,16,0,1
909.3,17,15,2,0
484.7,17,15,0,2
309.24,17,14,1,2
00.39,17,15,0,2
762.5,17,17,0,0
01.6,17,16,0,1
574.81,17,12,2,3
695.1,17,17,0,0
35.61,17,14,1,2
331.19,17,13,2,2
342.82,17,13,1,3
255.8,16,13,0,3
377.39,16,15,0,1
711.03,16,15,0,1
766.21,16,16,0,0
52.11,16,15,0,1
337.20,16,14,0,2
86.72,16,16,0,0
357.81,16,14,1,1
V85.31,16,11,2,3
727.51,16,14,1,1
80.85,16,15,0,1
414.9,16,13,1,2
242.80,16,14,0,2
564.7,16,12,2,2
924.01,16,13,1,2
967.9,16,13,1,2
46.81,16,14,1,1
730.16,16,14,1,1
92.24,16,16,0,0
77.99,16,16,0,0
V85.33,16,9,0,7
320.2,16,13,2,1
730.26,16,15,0,1
600.91,16,14,0,2
96.49,16,14,1,1
753.13,16,15,0,1
402.90,16,14,0,2
55.24,16,15,1,0
214.8,16,13,1,2
152.0,16,14,0,2
52.96,16,15,0,1
996.09,16,13,2,1
86.4,16,13,0,3
34.02,16,14,2,0
478.33,16,15,0,1
921.0,16,13,2,1
790.99,16,15,1,0
307.51,16,16,0,0
800.26,16,16,0,0
153.2,16,14,0,2
958.2,16,13,1,2
801.36,16,15,0,1
031.2,16,15,0,1
97.88,16,16,0,0
802.5,16,15,0,1
710.3,16,12,2,2
746.3,16,14,0,2
806.29,16,14,0,2
E931.5,16,12,0,4
936,16,14,0,2
87.77,16,13,0,3
27.0,16,15,0,1
883.2,16,15,1,0
48.62,16,15,0,1
51.51,16,14,1,1
810.01,16,14,0,2
807.00,16,16,0,0
E815.1,16,16,0,0
28.0,16,14,0,2
777.6,16,16,0,0
770.1,16,16,0,0
151.9,16,14,0,2
854.02,16,13,1,2
345.71,16,10,2,4
E860.0,16,14,1,1
52.01,16,14,0,2
07.82,16,16,0,0
278.1,16,14,0,2
35.51,16,14,0,2
587,16,13,2,1
523.40,16,12,1,3
V26.51,16,11,2,3
E950.2,16,13,0,3
59.02,16,16,0,0
337.3,16,14,0,2
079.89,16,14,1,1
96.27,16,15,0,1
714.30,16,16,0,0
594.1,16,13,1,2
48.81,16,15,0,1
03.02,16,15,0,1
438.12,16,15,0,1
E850.1,16,16,0,0
32.3,16,15,0,1
291.3,16,16,0,0
36.02,16,16,0,0
873.1,16,13,1,2
151.2,16,15,1,0
34.99,16,14,1,1
755.01,16,16,0,0
279.8,16,16,0,0
483.8,16,12,1,3
781.99,16,14,0,2
721.2,16,13,1,2
44.38,16,13,2,1
44.66,16,15,1,0
52.6,16,16,0,0
295.60,16,16,0,0
851.02,15,14,1,0
305.62,15,12,0,3
V58.1,15,15,0,0
V04.81,15,12,1,2
E920.8,15,15,0,0
02.11,15,13,0,2
952.08,15,14,1,0
442.83,15,13,0,2
598.8,15,13,0,2
98.03,15,13,1,1
756.6,15,15,0,0
97.56,15,15,0,0
881.10,15,11,1,3
768.9,15,15,0,0
V16.42,15,13,0,2
284.9,15,14,0,1
359.89,15,15,0,0
31.41,15,15,0,0
157.2,15,13,0,2
99.79,15,13,0,2
749.00,15,15,0,0
861.01,15,14,0,1
353.6,15,11,1,3
57.17,15,14,0,1
111.9,15,11,2,2
354.9,15,11,1,3
770.5,15,15,0,0
33.99,15,12,1,2
37.4,15,15,0,0
724.8,15,10,2,3
569.0,15,13,1,1
608.89,15,13,1,1
703.8,15,15,0,0
V01.1,15,12,1,2
820.20,15,11,4,0
815.02,15,12,1,2
994.7,15,14,1,0
852.41,15,13,2,0
239.0,15,12,0,3
886.0,15,13,1,1
088.82,15,14,0,1
79.69,15,14,0,1
478.25,15,12,1,2
531.50,15,13,2,0
E876.8,15,13,0,2
359.1,15,15,0,0
E935.1,15,11,2,2
389.8,15,14,0,1
296.23,15,14,0,1
344.9,15,13,0,2
42.89,15,14,0,1
39.76,15,12,0,3
813.43,15,14,0,1
51.69,15,15,0,0
88.65,15,15,0,0
307.50,15,12,2,1
694.5,15,15,0,0
776.5,15,15,0,0
722.6,15,10,3,2
737.19,15,13,1,1
362.30,15,12,3,0
V14.5,15,13,0,2
863.29,15,14,1,0
34.6,15,14,0,1
779.82,15,15,0,0
38.88,15,15,0,0
558.1,15,13,1,1
802.24,15,13,0,2
824.5,15,15,0,0
38.87,15,14,0,1
153.1,15,15,0,0
556.8,15,11,1,3
648.21,15,13,0,2
413.1,15,14,1,0
800.22,15,13,1,1
V14.1,15,14,0,1
331.9,15,14,0,1
E854.0,15,12,3,0
519.3,15,14,0,1
372.73,15,14,1,0
V02.62,15,13,0,2
E828.2,15,13,0,2
361.9,15,11,1,3
719.43,15,12,2,1
441.6,15,13,0,2
43.42,15,14,0,1
06.11,15,14,1,0
760.72,15,15,0,0
305.23,15,11,1,3
86.89,15,13,0,2
V53.39,15,14,1,0
475,15,12,0,3
712.36,15,10,2,3
715.31,15,11,2,2
V54.11,15,14,0,1
396.1,15,9,1,5
034.0,15,13,0,2
E821.0,15,11,1,3
756.83,15,14,0,1
51.41,15,15,0,0
44.41,15,12,3,0
289.7,14,14,0,0
21.72,14,14,0,0
995.29,14,12,1,1
46.43,14,12,0,2
54.92,14,13,1,0
438.10,14,12,1,1
881.02,14,11,2,1
85.43,14,14,0,0
E853.8,14,10,3,1
031.0,14,10,2,2
872.01,14,12,1,1
730.05,14,10,1,3
35.25,14,13,0,1
996.57,14,13,0,1
V04.82,14,14,0,0
464.30,14,13,0,1
61.0,14,13,0,1
576.4,14,10,0,4
V10.91,14,13,0,1
876.0,14,13,1,0
00.94,14,13,0,1
802.21,14,13,0,1
V16.7,14,11,0,3
03.91,14,13,0,1
648.23,14,13,0,1
611.1,14,14,0,0
751.0,14,14,0,0
881.20,14,12,1,1
V85.35,14,11,0,3
34.84,14,12,0,2
600.90,14,10,2,2
729.39,14,14,0,0
586,14,11,0,3
764.02,14,14,0,0
764.98,14,14,0,0
601.9,14,14,0,0
279.50,14,11,1,2
705.1,14,11,1,2
882.2,14,13,0,1
760.0,14,14,0,0
117.5,14,10,1,3
69.02,14,14,0,0
39.99,14,11,1,2
358.0,14,14,0,0
972.9,14,13,1,0
45.12,14,13,1,0
V02.9,14,13,0,1
437.5,14,13,0,1
362.10,14,12,2,0
902.89,14,13,0,1
764.97,14,14,0,0
599.4,14,12,1,1
88.66,14,11,2,1
477.8,14,6,3,5
282.60,14,11,2,1
354.2,14,13,0,1
861.32,14,12,1,1
760.79,14,14,0,0
801.30,14,13,1,0
V05.8,14,13,1,0
32.41,14,14,0,0
799.89,14,13,1,0
282.2,14,8,2,4
457.0,14,14,0,0
196.9,14,14,0,0
35.52,14,14,0,0
E934.7,14,12,1,1
414.11,14,13,1,0
00.62,14,10,2,2
77.65,14,14,0,0
756.19,14,14,0,0
79.34,14,13,0,1
14.24,14,14,0,0
726.0,14,7,5,2
821.00,14,14,0,0
E942.2,14,13,0,1
V17.0,14,13,0,1
99.39,14,14,0,0
77.45,14,11,0,3
780.71,14,13,0,1
97.62,14,13,0,1
51.21,14,12,0,2
334.1,14,14,0,0
86.73,14,14,0,0
712.30,14,13,0,1
994.1,14,14,0,0
88.77,14,13,0,1
765.12,14,14,0,0
924.8,14,14,0,0
863.39,14,13,0,1
V17.41,14,13,0,1
00.59,14,9,1,4
596.3,14,13,1,0
E933.0,14,12,0,2
996.39,14,13,0,1
482.89,14,13,0,1
136.9,14,14,0,0
V62.0,14,11,0,3
41.95,14,12,0,2
761.7,14,14,0,0
762.6,14,14,0,0
967.0,14,14,0,0
304.23,14,12,1,1
173.3,14,11,0,3
737.34,14,9,2,3
427.9,14,12,0,2
823.20,13,11,1,1
813.22,13,11,1,1
205.02,13,11,0,2
38.82,13,11,1,1
582.1,13,12,0,1
690.10,13,12,1,0
E878.9,13,12,1,0
77.71,13,12,1,0
151.4,13,12,0,1
420.0,13,11,0,2
25.51,13,12,1,0
76.2,13,11,0,2
V15.29,13,10,0,3
461.8,13,12,1,0
38.48,13,12,1,0
345.00,13,13,0,0
824.9,13,13,0,0
702.19,13,9,1,3
V14.6,13,12,0,1
E930.7,13,12,1,0
68.29,13,12,0,1
E917.4,13,12,1,0
38.09,13,13,0,0
808.3,13,13,0,0
V10.81,13,11,0,2
86.75,13,12,0,1
86.63,13,11,0,2
34.81,13,13,0,0
618.1,13,13,0,0
304.90,13,12,1,0
02.93,13,12,0,1
464.10,13,13,0,0
417.8,13,12,1,0
39.24,13,12,0,1
380.10,13,13,0,0
388.61,13,13,0,0
801.10,13,13,0,0
737.43,13,8,0,5
86.67,13,9,1,3
V58.31,13,11,0,2
06.89,13,13,0,0
761.2,13,13,0,0
V62.5,13,10,0,3
737.41,13,11,2,0
87.61,13,13,0,0
070.41,13,10,1,2
78.68,13,12,1,0
968.4,13,11,0,2
815.01,13,10,0,3
801.11,13,11,1,1
802.1,13,13,0,0
041.2,13,13,0,0
99.63,13,12,1,0
V45.78,13,12,0,1
532.10,13,12,0,1
364.3,13,13,0,0
753.19,13,12,0,1
905.0,13,11,1,1
525.9,13,10,0,3
453.0,13,12,1,0
V12.42,13,13,0,0
794.5,13,9,0,4
E883.0,13,11,1,1
952.05,13,13,0,0
998.01,13,8,1,4
574.70,13,13,0,0
716.91,13,10,0,3
83.85,13,11,1,1
320.1,13,12,1,0
373.00,13,12,1,0
727.00,13,11,0,2
972.4,13,12,0,1
446.0,13,12,1,0
835.01,13,11,0,2
756.12,13,11,0,2
V54.16,13,13,0,0
585.1,13,9,0,4
711.07,13,11,0,2
158.8,13,11,0,2
82.44,13,12,1,0
85.89,13,13,0,0
581.81,13,12,0,1
903.5,13,13,0,0
39.62,13,10,1,2
E852.9,13,11,1,1
748.60,13,13,0,0
E919.4,13,10,2,1
451.19,13,13,0,0
E944.3,13,11,2,0
996.56,13,13,0,0
60.29,13,11,0,2
564.81,13,9,2,2
429.0,13,12,0,1
277.87,13,13,0,0
535.31,13,9,2,2
V45.75,13,10,0,3
E823.1,13,12,1,0
812.03,13,10,2,1
39.41,13,12,1,0
789.30,13,12,0,1
532.70,13,13,0,0
48.5,13,12,1,0
E880.1,13,9,1,3
E935.4,13,9,1,3
31.0,13,12,0,1
969.7,13,12,0,1
779.7,13,13,0,0
239.6,12,11,0,1
V85.30,12,9,1,2
80.13,12,12,0,0
802.22,12,10,1,1
04.07,12,7,0,5
977.8,12,10,1,1
27.57,12,11,0,1
971.3,12,10,0,2
709.3,12,11,0,1
E943.0,12,8,1,3
799.3,12,11,1,0
E927,12,12,0,0
50.69,12,12,0,0
139.8,12,12,0,0
839.08,12,12,0,0
45.22,12,11,1,0
E945.7,12,8,2,2
78.51,12,10,0,2
814.01,12,11,0,1
715.89,12,10,0,2
279.03,12,12,0,0
877.0,12,10,0,2
788.99,12,9,1,2
770.84,12,12,0,0
276.61,12,8,1,3
27.49,12,12,0,0
356.1,12,11,1,0
908.9,12,10,0,2
38.99,12,10,1,1
760.8,12,12,0,0
786.04,12,12,0,0
51.79,12,12,0,0
243,12,12,0,0
34.25,12,12,0,0
049.9,12,10,2,0
V12.61,12,9,1,2
428.9,12,9,0,3
41.04,12,11,1,0
252.08,12,8,0,4
V62.6,12,10,0,2
723.5,12,12,0,0
982.8,12,10,1,1
800.20,12,11,1,0
789.1,12,11,0,1
434.10,12,12,0,0
803.20,12,12,0,0
273.9,12,11,1,0
362.74,12,11,0,1
552.29,12,12,0,0
97.51,12,12,0,0
764.96,12,12,0,0
762.3,12,12,0,0
354.3,12,9,2,1
813.21,12,10,0,2
97.01,12,11,0,1
V01.79,12,10,1,1
44.22,12,11,0,1
772.0,12,12,0,0
802.29,12,12,0,0
788.42,12,10,1,1
516.31,12,11,1,0
728.71,12,8,3,1
V85.22,12,11,0,1
903.1,12,11,0,1
158.0,12,11,0,1
V03.81,12,12,0,0
426.2,12,11,0,1
84.71,12,8,1,3
00.52,12,9,0,3
905.3,12,12,0,0
80.81,12,12,0,0
300.21,12,12,0,0
79.64,12,11,0,1
866.12,12,10,1,1
V64.4,12,12,0,0
823.30,12,10,0,2
617.0,12,11,0,1
342.01,12,12,0,0
507.8,12,10,0,2
980.9,12,12,0,0
891.2,12,8,2,2
825.31,12,10,0,2
461.0,12,11,1,0
574.21,12,12,0,0
110.8,12,11,0,1
02.91,12,9,0,3
282.62,12,9,0,3
304.91,12,11,1,0
701.5,12,11,0,1
868.14,12,11,1,0
351.9,12,7,0,5
813.11,12,12,0,0
041.82,12,9,0,3
759.81,12,12,0,0
426.9,12,9,2,1
V45.74,12,11,0,1
00.65,12,9,0,3
79.26,12,11,0,1
813.54,12,12,0,0
323.81,12,8,1,3
975.2,12,9,2,1
88.14,12,12,0,0
912.0,12,11,1,0
V16.9,12,12,0,0
767.0,12,12,0,0
E855.0,12,10,0,2
710.9,12,9,1,2
948.00,12,12,0,0
902.53,12,11,1,0
52.4,12,12,0,0
965.8,12,12,0,0
437.1,11,8,1,2
839.05,11,10,0,1
33.39,11,10,0,1
V12.52,11,10,0,1
472.0,11,11,0,0
E813.2,11,7,2,2
34.59,11,11,0,0
969.05,11,8,3,0
37.65,11,11,0,0
904.7,11,10,1,0
422.91,11,9,1,1
760.75,11,11,0,0
347.00,11,9,0,2
284.12,11,8,2,1
795.51,11,9,0,2
310.0,11,11,0,0
808.42,11,9,0,2
806.01,11,9,1,1
872.00,11,10,0,1
344.03,11,11,0,0
57.18,11,10,1,0
429.79,11,9,1,1
349.89,11,8,0,3
518.7,11,11,0,0
604.90,11,9,0,2
V58.64,11,7,2,2
921.3,11,9,1,1
079.6,11,9,1,1
E941.2,11,9,1,1
56.71,11,9,1,1
E818.1,11,11,0,0
369.8,11,8,0,3
289.83,11,8,0,3
478.4,11,10,1,0
601.0,11,9,2,0
851.40,11,10,0,1
V71.4,11,11,0,0
786.4,11,8,2,1
211.6,11,11,0,0
333.92,11,10,0,1
326,11,11,0,0
