code	desc
739.7	nonallopathic lesions of upper extremities, not elsewhere classified
739.8	nonallopathic lesions of rib cage, not elsewhere classified
739.9	nonallopathic lesions of abdomen and other sites, not elsewhere classified
74	cesarean section and removal of fetus
74.0	classical cesarean section
74.1	low cervical cesarean section
74.2	extraperitoneal cesarean section
74.3	removal of extratubal ectopic pregnancy
74.4	cesarean section of other specified type
74.9	cesarean section of unspecified type
74.91	hysterotomy to terminate pregnancy
74.99	other cesarean section of unspecified type
740	anencephalus and similar anomalies
740-759.99	congenital anomalies
740.0	anencephalus
740.1	craniorachischisis
740.2	iniencephaly
741	spina bifida
741.0	spina bifida with hydrocephalus
741.00	with hydrocephalus, spina bifida, unspecified region
741.01	with hydrocephalus, spina bifida, cervical region
741.02	spina bifida with hydrocephalus, dorsal (thoracic) region
741.03	with hydrocephalus, spina bifida, lumbar region
741.9	spina bifida without mention of hydrocephalus
741.90	spina bifida, without mention of hydrocephalus, unspecified region
741.91	spina bifida, without mention of hydrocephalus, cervical region
741.92	spina bifida without mention of hydrocephalus, dorsal (thoracic) region
741.93	spina bifida, without mention of hydrocephalus, lumbar region
742	other congenital anomalies of nervous system
742.0	encephalocele
742.1	microcephalus
742.2	congenital reduction deformities of brain
742.3	congenital hydrocephalus
742.4	other specified congenital anomalies of brain
742.5	other specified congenital anomalies of spinal cord
742.51	diastematomyelia
742.53	hydromyelia
742.59	other specified congenital anomalies of spinal cord
742.8	other specified congenital anomalies of nervous system
742.9	unspecified congenital anomaly of brain, spinal cord, and nervous system
743	congenital anomalies of eye
743.0	anophthalmos
743.00	clinical anophthalmos, unspecified
743.03	cystic eyeball, congenital
743.06	cryptophthalmos
743.1	microphthalmos
743.10	microphthalmos, unspecified
743.11	simple microphthalmos
743.12	microphthalmos associated with other anomalies of eye and adnexa
743.2	buphthalmos
743.20	buphthalmos, unspecified
743.21	simple buphthalmos
743.22	buphthalmos associated with other ocular anomalies
743.3	congenital cataract and lens anomalies
743.30	congenital cataract, unspecified
743.31	congenital capsular and subcapsular cataract
743.32	congenital cortical and zonular cataract
743.33	congenital nuclear cataract
743.34	congenital total and subtotal cataract
743.35	congenital aphakia
743.36	congenital anomalies of lens shape
743.37	congenital ectopic lens
743.39	other congenital cataract and lens anomalies
743.4	coloboma and other anomalies of anterior segment
743.41	congenital anomalies of corneal size and shape
743.42	congenital corneal opacities, interfering with vision
743.43	other congenital corneal opacities
743.44	specified congenital anomalies of anterior chamber, chamber angle, and related structures
743.45	aniridia
743.46	other specified congenital anomalies of iris and ciliary body
743.47	specified congenital anomalies of sclera
743.48	multiple and combined congenital anomalies of anterior segment
743.49	other congenital anomalies of anterior segment
743.5	congenital anomalies of posterior segment
743.51	vitreous anomalies, congenital
743.52	fundus coloboma
743.53	chorioretinal degeneration, congenital
743.54	congenital folds and cysts of posterior segment
743.55	congenital macular changes
743.56	other retinal changes, congenital
743.57	specified congenital anomalies of optic disc
743.58	vascular anomalies, congenital
743.59	other congenital anomalies of posterior segment
743.6	congenital anomalies of eyelids, lacrimal system, and orbit
743.61	congenital ptosis of eyelid
743.62	congenital deformities of eyelids
743.63	other specified congenital anomalies of eyelid
743.64	specified congenital anomalies of lacrimal gland
743.65	specified congenital anomalies of lacrimal passages
743.66	specified congenital anomalies of orbit
743.69	other congenital anomalies of eyelids, lacrimal system, and orbit
743.8	other specified anomalies of eye, congenital
743.9	unspecified anomaly of eye, congenital
744	congenital anomalies of ear, face, and neck
744.0	congenital anomalies of ear causing impairment of hearing
744.00	unspecified congenital anomaly of ear with impairment of hearing
744.01	congenital absence of external ear
744.02	other congenital anomalies of external ear with impairment of hearing
744.03	congenital anomaly of middle ear, except ossicles
744.04	congenital anomalies of ear ossicles
744.05	congenital anomalies of inner ear
744.09	other congenital anomalies of ear causing impairment of hearing
744.1	accessory auricle
744.2	other specified congenital anomalies of ear
744.21	absence of ear lobe, congenital
744.22	macrotia
744.23	microtia
744.24	specified congenital anomalies of eustachian tube
744.29	other congenital anomalies of ear
744.3	unspecified congenital anomaly of ear
744.4	branchial cleft cyst or fistula; preauricular sinus
744.41	branchial cleft sinus or fistula
744.42	branchial cleft cyst
744.43	cervical auricle
744.46	preauricular sinus or fistula
744.47	preauricular cyst
744.49	other branchial cleft cyst or fistula; preauricular sinus
744.5	webbing of neck
744.8	other specified congenital anomalies of face and neck
744.81	macrocheilia
744.82	microcheilia
744.83	macrostomia
744.84	microstomia
744.89	other specified congenital anomalies of face and neck
744.9	unspecified congenital anomalies of face and neck
745	bulbus cordis anomalies and anomalies of cardiac septal closure
745.0	common truncus
745.1	transposition of great vessels
745.10	complete transposition of great vessels
745.11	double outlet right ventricle
745.12	corrected transposition of great vessels
745.19	other transposition of great vessels
745.2	tetralogy of fallot
745.3	common ventricle
745.4	ventricular septal defect
745.5	ostium secundum type atrial septal defect
745.6	endocardial cushion defects
745.60	endocardial cushion defect, unspecified type
745.61	ostium primum defect
745.69	other endocardial cushion defects
745.7	cor biloculare
745.8	other bulbus cordis anomalies and anomalies of cardiac septal closure
745.9	unspecified defect of septal closure
746	other congenital anomalies of heart
746.0	anomalies of pulmonary valve, congenital
746.00	congenital pulmonary valve anomaly, unspecified
746.01	atresia of pulmonary valve, congenital
746.02	stenosis of pulmonary valve, congenital
746.09	other congenital anomalies of pulmonary valve
746.1	tricuspid atresia and stenosis, congenital
746.2	ebstein&apos;s anomaly
746.3	congenital stenosis of aortic valve
746.4	congenital insufficiency of aortic valve
746.5	congenital mitral stenosis
746.6	congenital mitral insufficiency
746.7	hypoplastic left heart syndrome
746.8	other specified congenital anomalies of heart
746.81	subaortic stenosis, congenital
746.82	cor triatriatum
746.83	infundibular pulmonic stenosis, congenital
746.84	obstructive congenital anomalies of heart, not elsewhere classified
746.85	coronary artery anomaly, congenital
746.86	congenital heart block
746.87	malposition of heart and cardiac apex
746.89	other specified congenital anomalies of heart
746.9	unspecified congenital anomaly of heart
747	other congenital anomalies of circulatory system
747.0	patent ductus arteriosus
747.1	coarctation of aorta
747.10	coarctation of aorta (preductal) (postductal)
747.11	interruption of aortic arch
747.2	other congenital anomalies of aorta
747.20	congenital anomaly of aorta, unspecified
747.21	congenital anomalies of aortic arch
747.22	congenital atresia and stenosis of aorta
747.29	other congenital anomalies of aorta
747.3	anomalies of pulmonary artery, congenital
747.4	anomalies of great veins, congenital
747.40	anomaly of great veins, congenital, unspecified
747.41	total anomalous pulmonary venous connection
747.42	partial anomalous pulmonary venous connection
747.49	other anomalies of great veins
747.5	absence or hypoplasia of umbilical artery
747.6	other congenital anomalies of peripheral vascular system
747.60	congenital anomaly of the peripheral vascular system, unspecified site
747.61	congenital anomaly of gastrointestinal vessel
747.62	congenital anomaly of renal vessel
747.63	congenital anomaly of upper limb vessel
747.64	congenital anomaly of lower limb vessel
747.69	congenital anomalies of other specified sites of peripheral vascular system
747.8	other specified congenital anomalies of circulatory system
747.81	anomalies of cerebrovascular system, congenital
747.82	congenital anomaly of spinal vessel
747.83	persistent fetal circulation
747.89	other specified congenital anomalies of circulatory system
747.9	unspecified congenital anomaly of circulatory system
748	anomalies of respiratory system, congenital
748.0	choanal atresia
748.1	other congenital anomalies of nose
748.2	web of larynx
748.3	other congenital anomalies of larynx, trachea, and bronchus
748.4	cystic lung, congenital
748.5	agenesis, hypoplasia, and dysplasia of lung, congenital
748.6	congenital other anomalies of lung
748.60	congenital anomaly of lung, unspecified
748.61	congenital bronchiectasis
748.69	other congenital anomalies of lung
748.8	other specified congenital anomalies of respiratory system
748.9	unspecified congenital anomaly of respiratory system
749	cleft palate and cleft lip
749.0	cleft palate
749.00	cleft palate, unspecified
749.01	cleft palate, unilateral, complete
749.02	cleft palate, unilateral, incomplete
749.03	cleft palate, bilateral, complete
749.04	cleft palate, bilateral, incomplete
749.1	cleft lip
749.10	cleft lip, unspecified
749.11	cleft lip, unilateral, complete
749.12	cleft lip, unilateral, incomplete
749.13	cleft lip, bilateral, complete
749.14	cleft lip, bilateral, incomplete
749.2	cleft palate with cleft lip
749.20	cleft palate with cleft lip, unspecified
749.21	cleft palate with cleft lip, unilateral, complete
749.22	cleft palate with cleft lip, unilateral, incomplete
749.23	cleft palate with cleft lip, bilateral, complete
749.24	cleft palate with cleft lip, bilateral, incomplete
749.25	other combinations of cleft palate with cleft lip
75	other obstetric operations
75.0	intra-amniotic injection for abortion
75.1	diagnostic amniocentesis
75.2	intrauterine transfusion
75.3	other intrauterine operations on fetus and amnion
75.31	amnioscopy
75.32	fetal ekg (scalp)
75.33	fetal blood sampling and biopsy
75.34	other fetal monitoring
75.35	other diagnostic procedures on fetus and amnion
75.36	correction of fetal defect
75.37	amnioinfusion
75.38	fetal pulse oximetry
75.4	manual removal of retained placenta
75.5	repair of current obstetric laceration of uterus
75.50	repair of current obstetric laceration of uterus, not otherwise specified
75.51	repair of current obstetric laceration of cervix
75.52	repair of current obstetric laceration of corpus uteri
75.6	repair of other current obstetric laceration
75.61	repair of current obstetric laceration of bladder and urethra
75.62	repair of current obstetric laceration of rectum and sphincter ani
75.69	repair of other current obstetric laceration
75.7	manual exploration of uterine cavity, postpartum
75.8	obstetric tamponade of uterus or vagina
75.9	other obstetric operations
75.91	evacuation of obstetrical incisional hematoma of perineum
75.92	evacuation of other hematoma of vulva or vagina
75.93	surgical correction of inverted uterus
75.94	immediate postpartum manual replacement of inverted uterus
75.99	other obstetric operations
750	other congenital anomalies of upper alimentary tract
750.0	tongue tie
750.1	other congenital anomalies of tongue
750.10	anomaly of tongue, congenital, unspecified
750.11	aglossia
750.12	congenital adhesions of tongue
750.13	fissure of tongue, congenital
750.15	macroglossia
750.16	microglossia
750.19	other congenital anomalies of tongue
750.2	other specified congenital anomalies of mouth and pharynx
750.21	absence of salivary gland, congenital
750.22	accessory salivary gland
750.23	atresia, salivary duct, congenital
750.24	congenital fistula of salivary gland
750.25	congenital fistula of lip
750.26	other specified congenital anomalies of mouth
750.27	diverticulum of pharynx, congenital
750.29	other specified congenital anomalies of pharynx
750.3	tracheoesophageal fistula, esophageal atresia and stenosis, congenital
750.4	other specified congenital anomalies of esophagus
750.5	congenital hypertrophic pyloric stenosis
750.6	congenital hiatus hernia
750.7	other specified congenital anomalies of stomach
750.8	other specified congenital anomalies of upper alimentary tract
750.9	unspecified congenital anomaly of upper alimentary tract
751	other congenital anomalies of digestive system
751.0	meckel&apos;s diverticulum
751.1	atresia and stenosis of small intestine, congenital
751.2	atresia and stenosis of large intestine, rectum, and anal canal, congenital
751.3	hirschsprung&apos;s disease and other congenital functional disorders of colon
751.4	anomalies of intestinal fixation, congenital
751.5	other congenital anomalies of intestine
751.6	anomalies of gallbladder, bile ducts, and liver
751.60	unspecified congenital anomaly of gallbladder, bile ducts, and liver
751.61	biliary atresia, congenital
751.62	congenital cystic disease of liver
751.69	other congenital anomalies of gallbladder, bile ducts, and liver
751.7	anomalies of pancreas, congenital
751.8	other specified congenital anomalies of digestive system
751.9	unspecified congenital anomaly of digestive system
752	congenital anomalies of genital organs
752.0	anomalies of ovaries, congenital
752.1	anomalies of fallopian tubes and broad ligaments, congenital
752.10	unspecified congenital anomaly of fallopian tubes and broad ligaments
752.11	embryonic cyst of fallopian tubes and broad ligaments
752.19	other congenital anomalies of fallopian tubes and broad ligaments
752.2	doubling of uterus
752.3	other congenital anomalies of uterus
752.4	anomalies of cervix, vagina, and external female genitalia, congenital
752.40	unspecified congenital anomaly of cervix, vagina, and external female genitalia
752.41	embryonic cyst of cervix, vagina, and external female genitalia
752.42	imperforate hymen
752.49	other congenital anomalies of cervix, vagina, and external female genitalia
752.5	undescended and retractile testicle
752.51	undescended testis
752.52	retractile testis
752.6	hypospadias and epispadias and other penile anomalies
752.61	hypospadias
752.62	epispadias
752.63	congenital chordee
752.64	micropenis
752.65	hidden penis
752.69	other penile anomalies
752.7	indeterminate sex and pseudohermaphroditism
752.8	other specified congenital anomalies of genital organs
752.81	scrotal transposition
752.89	other specified anomalies of genital organs
752.9	unspecified congenital anomaly of genital organs
753	congenital anomalies of urinary system
753.0	renal agenesis and dysgenesis
753.1	cystic kidney disease
753.10	cystic kidney disease, unspecified
753.11	congenital single renal cyst
753.12	polycystic kidney, unspecified type
753.13	polycystic kidney, autosomal dominant
753.14	polycystic kidney, autosomal recessive
753.15	renal dysplasia
753.16	medullary cystic kidney
753.17	medullary sponge kidney
753.19	other specified cystic kidney disease
753.2	obstructive defects of renal pelvis and ureter, congenital
753.20	unspecified congenital obstructive defect of renal pelvis and ureter
753.21	congenital obstruction of ureteropelvic junction
753.22	congenital obstruction of ureterovesical junction
753.23	congenital ureterocele
753.29	other congenital obstructive defects of renal pelvis and ureter
753.3	other specified congenital anomalies of kidney
753.4	other specified congenital anomalies of ureter
753.5	exstrophy of urinary bladder
753.6	atresia and stenosis of urethra and bladder neck, congenital
753.7	anomalies of urachus, congenital
753.8	other specified congenital anomalies of bladder and urethra
753.9	unspecified congenital anomaly of urinary system
754	certain congenital musculoskeletal deformities
754.0	congenital musculoskeletal deformities of skull, face, and jaw
754.1	congenital musculoskeletal deformities of sternocleidomastoid muscle
754.2	congenital musculoskeletal deformities of spine
754.3	congenital dislocation of hip
754.30	congenital dislocation of hip, unilateral
754.31	congenital dislocation of hip, bilateral
754.32	congenital subluxation of hip, unilateral
754.33	congenital subluxation of hip, bilateral
754.35	congenital dislocation of one hip with subluxation of other hip
754.4	congenital genu recurvatum and bowing of long bones of leg
754.40	genu recurvatum
754.41	congenital dislocation of knee (with genu recurvatum)
754.42	congenital bowing of femur
754.43	congenital bowing of tibia and fibula
754.44	congenital bowing of unspecified long bones of leg
754.5	varus deformities of feet, congenital
754.50	talipes varus, congenital
754.51	talipes equinovarus, congenital
754.52	metatarsus primus varus, congenital
754.53	metatarsus varus, congenital
754.59	other congenital varus deformities of feet
754.6	valgus deformities of feet, congenital
754.60	talipes valgus, congenital
754.61	pes planus, congenital
754.62	talipes calcaneovalgus
754.69	other congenital valgus deformities of feet
754.7	other congenital deformities of feet
754.70	talipes, unspecified
754.71	talipes cavus
754.79	other congenital deformities of feet
754.8	other specified nonteratogenic anomalies
754.81	pectus excavatum
754.82	pectus carinatum
754.89	other specified nonteratogenic anomalies
755	other congenital anomalies of limbs
755.0	polydactyly
755.00	polydactyly, unspecified digits
755.01	polydactyly of fingers
755.02	polydactyly of toes
755.1	syndactyly
755.10	syndactyly of multiple and unspecified sites
755.11	syndactyly of fingers without fusion of bone
755.12	syndactyly of fingers with fusion of bone
755.13	syndactyly of toes without fusion of bone
755.14	syndactyly of toes with fusion of bone
755.2	reduction deformities of upper limb, congenital
755.20	unspecified reduction deformity of upper limb, congenital
755.21	transverse deficiency of upper limb
755.22	longitudinal deficiency of upper limb, nec
755.23	longitudinal deficiency, combined, involving humerus, radius, and ulna (complete or incomplete)
755.24	longitudinal deficiency, humeral, complete or partial (with or without distal deficiencies, incomplete)
755.25	longitudinal deficiency, radioulnar, complete or partial (with or without distal deficiencies, incomplete)
755.26	longitudinal deficiency, radial, complete or partial (with or without distal deficiencies, incomplete)
755.27	longitudinal deficiency, ulnar, complete or partial (with or without distal deficiencies, incomplete)
755.28	longitudinal deficiency, carpals or metacarpals, complete or partial (with or without incomplete phalangeal deficiency)
755.29	reduction deformities of upper limb, congenital, longitudinal deficiency, phalanges, complete or partial
755.3	reduction deformities of lower limb, congenital
755.30	unspecified reduction deformity of lower limb, congenital
755.31	transverse deficiency of lower limb
755.32	longitudinal deficiency of lower limb, nec
755.33	longitudinal deficiency, combined, involving femur, tibia, and fibula (complete or incomplete)
755.34	longitudinal deficiency, femoral, complete or partial (with or without distal deficiencies, incomplete)
755.35	longitudinal deficiency, tibiofibular, complete or partial (with or without distal deficiencies, incomplete)
755.36	longitudinal deficiency, tibia, complete or partial (with or without distal deficiencies, incomplete)
755.37	longitudinal deficiency, fibular, complete or partial (with or without distal deficiencies, incomplete)
755.38	longitudinal deficiency, tarsals or metatarsals, complete or partial (with or without incomplete phalangeal deficiency)
755.39	reduction deformities of lower limb, congenital, longitudinal deficiency, phalanges, complete or partial
755.4	reduction deformities, unspecified limb, congenital
755.5	other congenital anomalies of upper limb, including shoulder girdle
755.50	unspecified anomaly of upper limb, congenital
755.51	congenital deformity of clavicle
755.52	congenital elevation of scapula
755.53	radioulnar synostosis
755.54	madelung&apos;s deformity
755.55	acrocephalosyndactyly
755.56	accessory carpal bones
755.57	macrodactylia (fingers)
755.58	cleft hand, congenital
755.59	other congenital anomalies of upper limb, including shoulder girdle
755.6	other congenital anomalies of lower limb, including pelvic girdle
755.60	unspecified congenital anomaly of lower limb
755.61	coxa valga, congenital
755.62	coxa vara, congenital
755.63	other congenital deformity of hip (joint)
755.64	congenital deformity of knee (joint)
755.65	macrodactylia of toes
755.66	other congenital anomalies of toes
755.67	anomalies of foot, congenital, nec
755.69	other congenital anomalies of lower limb, including pelvic girdle
755.8	other specified congenital anomalies of unspecified limb
755.9	unspecified congenital anomaly of unspecified limb
756	other congenital musculoskeletal anomalies
756.0	congenital anomalies of skull and face bones
756.1	anomalies of spine, congenital
756.10	anomaly of spine, congenital, unspecified
756.11	spondylolysis, congenital, lumbosacral region
756.12	spondylolisthesis, congenital
756.13	absence of vertebra, congenital
756.14	hemivertebra
756.15	fusion of spine [vertebra], congenital
756.16	klippel-feil syndrome
756.17	spina bifida occulta
756.19	other congenital anomalies of spine
756.2	cervical rib
756.3	other congenital anomalies of ribs and sternum
756.4	chondrodystrophy
756.5	congenital osteodystrophies
756.50	congenital osteodystrophy, unspecified
756.51	osteogenesis imperfecta
756.52	osteopetrosis
756.53	osteopoikilosis
756.54	polyostotic fibrous dysplasia of bone
756.55	chondroectodermal dysplasia
756.56	multiple epiphyseal dysplasia
756.59	other congenital osteodystrophies
756.6	anomalies of diaphragm, congenital
756.7	anomalies of abdominal wall, congenital
756.70	anomaly of abdominal wall, unspecified
756.71	prune belly syndrome
756.79	other congenital anomalies of abdominal wall
756.8	other specified congenital anomalies of muscle, tendon, fascia, and connective tissue
756.81	absence of muscle and tendon, congenital
756.82	accessory muscle
756.83	ehlers-danlos syndrome
756.89	other specified congenital anomalies of muscle, tendon, fascia, and connective tissue
756.9	other and unspecified congenital anomalies of musculoskeletal system
757	congenital anomalies of the integument
757.0	hereditary edema of legs
757.1	ichthyosis congenita
757.2	dermatoglyphic anomalies
757.3	other specified congenital anomalies of skin
757.31	congenital ectodermal dysplasia
757.32	vascular hamartomas
757.33	congenital pigmentary anomalies of skin
757.39	other specified congenital anomalies of skin
757.4	specified congenital anomalies of hair
757.5	specified congenital anomalies of nails
757.6	specified congenital anomalies of breast
757.8	other specified congenital anomalies of the integument
757.9	unspecified congenital anomaly of the integument
758	chromosomal anomalies
758.0	down&apos;s syndrome
758.1	patau&apos;s syndrome
758.2	edwards&apos; syndrome
758.3	autosomal deletion syndromes
758.31	cri-du-chat syndrome
758.32	velo-cardio-facial syndrome
758.33	other autosomal microdeletion syndromes
758.39	other autosomal deletions
758.4	balanced autosomal translocation in normal individual
758.5	other conditions due to autosomal anomalies
758.6	gonadal dysgenesis
758.7	klinefelter&apos;s syndrome
758.8	other conditions due to chromosome anomalies
758.81	other conditions due to sex chromosome anomalies
758.89	other conditions due to chromosome anomalies
758.9	conditions due to anomaly of unspecified chromosome
759	other and unspecified congenital anomalies
759.0	anomalies of spleen, congenital
759.1	anomalies of adrenal gland, congenital
759.2	anomalies of other endocrine glands, congenital
759.3	situs inversus
759.4	conjoined twins
759.5	tuberous sclerosis
759.6	other congenital hamartoses, nec
759.7	multiple congenital anomalies, so described
759.8	other specified anomalies
759.81	prader-willi syndrome
759.82	marfan&apos;s syndrome
759.83	fragile x syndrome
759.89	other specified anomalies
759.9	congenital anomaly, unspecified
76	operations on facial bones and joints
76-84.99	operations on the musculoskeletal system
76.0	incision of facial bone without division
76.01	sequestrectomy of facial bone
76.09	other incision of facial bone
76.1	diagnostic procedures on facial bones and joints
76.11	biopsy of facial bone
76.19	other diagnostic procedures on facial bones and joints
76.2	local excision or destruction of lesion of facial bone
76.3	partial ostectomy of facial bone
76.31	partial mandibulectomy
76.39	partial ostectomy of other facial bone
76.4	excision and reconstruction of facial bones
76.41	total mandibulectomy with synchronous reconstruction
76.42	other total mandibulectomy
76.43	other reconstruction of mandible
76.44	total ostectomy of other facial bone with synchronous reconstruction
76.45	other total ostectomy of other facial bone
76.46	other reconstruction of other facial bone
76.5	temporomandibular arthroplasty
76.6	other facial bone repair and orthognathic surgery
76.61	closed osteoplasty [osteotomy] of mandibular ramus
76.62	open osteoplasty [osteotomy] of mandibular ramus
76.63	osteoplasty [osteotomy] of body of mandible
76.64	other orthognathic surgery on mandible
76.65	segmental osteoplasty [osteotomy] of maxilla
76.66	total osteoplasty [osteotomy] of maxilla
76.67	reduction genioplasty
76.68	augmentation genioplasty
76.69	other facial bone repair
76.7	reduction of facial fracture
76.70	reduction of facial fracture, not otherwise specified
76.71	closed reduction of malar and zygomatic fracture
76.72	open reduction of malar and zygomatic fracture
76.73	closed reduction of maxillary fracture
76.74	open reduction of maxillary fracture
76.75	closed reduction of mandibular fracture
76.76	open reduction of mandibular fracture
76.77	open reduction of alveolar fracture
76.78	other closed reduction of facial fracture
76.79	other open reduction of facial fracture
76.9	other operations on facial bones and joints
76.91	bone graft to facial bone
76.92	insertion of synthetic implant in facial bone
76.93	closed reduction of temporomandibular dislocation
76.94	open reduction of temporomandibular dislocation
76.95	other manipulation of temporomandibular joint
76.96	injection of therapeutic substance into temporomandibular joint
76.97	removal of internal fixation device from facial bone
76.99	other operations on facial bones and joints
760	fetus or newborn affected by maternal conditions which may be unrelated to present pregnancy
760-763.99	maternal causes of perinatal morbidity and mortality
760-779.99	certain conditions originating in the perinatal period
760.0	maternal hypertensive disorders affecting fetus or newborn
760.1	maternal renal and urinary tract diseases affecting fetus or newborn
760.2	maternal infections affecting fetus or newborn
760.3	other chronic maternal circulatory and respiratory diseases affecting fetus or newborn
760.4	maternal nutritional disorders affecting fetus or newborn
760.5	maternal injury affecting fetus or newborn
760.6	surgical operation on mother affecting fetus or newborn
760.7	noxious influences affecting fetus or newborn via placenta or breast milk
760.70	unspecified noxious substance affecting fetus or newborn via placenta or breast milk
760.71	alcohol affecting fetus or newborn via placenta or breast milk
760.72	narcotics affecting fetus or newborn via placenta or breast milk
760.73	hallucinogenic agents affecting fetus or newborn via placenta or breast milk
760.74	anti-infectives affecting fetus or newborn via placenta or breast milk
760.75	cocaine affecting fetus via placenta or breast milk
760.76	diethylstilbestrol [des] affecting fetus or newborn via placenta or breast milk
760.77	anticonvulsants affecting fetus or newborn via placenta or breast milk
760.78	antimetabolic agents affecting fetus or newborn via placenta or breast milk
760.79	other noxious influences affecting fetus or newborn via placenta or breast milk
760.8	other specified maternal conditions affecting fetus or newborn
760.9	unspecified maternal condition affecting fetus or newborn
761	fetus or newborn affected by maternal complications of pregnancy
761.0	incompetent cervix affecting fetus or newborn
761.1	premature rupture of membranes affecting fetus or newborn
761.2	oligohydramnios affecting fetus or newborn
761.3	polyhydramnios affecting fetus or newborn
761.4	ectopic pregnancy affecting fetus or newborn
761.5	multiple pregnancy affecting fetus or newborn
761.6	maternal death affecting fetus or newborn
761.7	malpresentation before labor affecting fetus or newborn
761.8	other specified maternal complications of pregnancy affecting fetus or newborn
761.9	unspecified maternal complication of pregnancy affecting fetus or newborn
762	fetus or newborn affected by complications of placenta, cord, and membranes
762.0	placenta previa affecting fetus or newborn
762.1	other forms of placental separation and hemorrhage affecting fetus or newborn
762.2	other and unspecified morphological and functional abnormalities of placenta affecting fetus or newborn
762.3	placental transfusion syndromes affecting fetus or newborn
762.4	prolapsed cord affecting fetus or newborn
762.5	other compression of umbilical cord affecting fetus or newborn
762.6	other and unspecified conditions of umbilical cord affecting fetus or newborn
762.7	chorioamnionitis affecting fetus or newborn
762.8	other specified abnormalities of chorion and amnion affecting fetus or newborn
762.9	unspecified abnormality of chorion and amnion affecting fetus or newborn
763	fetus or newborn affected by other complications of labor and delivery
763.0	breech delivery and extraction affecting fetus or newborn
763.1	other malpresentation, malposition, and disproportion during labor and delivery affecting fetus or newborn
763.2	forceps delivery affecting fetus or newborn
763.3	delivery by vacuum extractor affecting fetus or newborn
763.4	cesarean delivery affecting fetus or newborn
763.5	maternal anesthesia and analgesia affecting fetus or newborn
763.6	precipitate delivery affecting fetus or newborn
763.7	abnormal uterine contractions affecting fetus or newborn
763.8	other specified complications of labor and delivery affecting fetus or newborn
763.81	abnormality in fetal heart rate or rhythm before the onset of labor
763.82	abnormality in fetal heart rate or rhythm during labor
763.83	abnormality in fetal heart rate or rhythm, unspecified as to time of onset
763.84	meconium passage during delivery affecting fetus or newborn
763.89	other specified complications of labor and delivery affecting fetus or newborn
763.9	unspecified complication of labor and delivery affecting fetus or newborn
764	slow fetal growth and fetal malnutrition
764-779.99	other conditions originating in the perinatal period
764.0	&quot;light-for-dates&quot; without mention of fetal malnutrition
764.00	&quot;light-for-dates&quot; without mention of fetal malnutrition, unspecified [weight]
764.01	&quot;light-for-dates&quot; without mention of fetal malnutrition, less than 500 grams
764.02	&quot;light-for-dates&quot; without mention of fetal malnutrition, 500 to 749 grams
764.03	&quot;light-for-dates&quot; without mention of fetal malnutrition, 750-999 grams
764.04	&quot;light-for-dates&quot; without mention of fetal malnutrition, 1,000- 1,249 grams
764.05	&quot;light-for-dates&quot; without mention of fetal malnutrition, 1,250- 1,499 grams
764.06	&quot;light-for-dates&quot; without mention of fetal malnutrition, 1,500- 1,749
764.07	&quot;light-for-dates&quot; without mention of fetal malnutrition, 1,750- 1,999 grams
764.08	&quot;light-for-dates&quot; without mention of fetal malnutrition, 2,000- 2,499 grams
764.09	&quot;light-for-dates&quot; without mention of fetal malnutrition, 2.500+ grams
764.1	&quot;light-for-dates&quot; with signs of fetal malnutrition
764.10	&quot;light-for-dates&quot; with signs of fetal malnutrition, unspecified [weight]
764.11	&quot;light-for-dates&quot; with signs of fetal malnutrition, less than 500 grams
764.12	&quot;light-for-dates&quot; with signs of fetal malnutrition, 500-749 grams
764.13	&quot;light-for-dates&quot; with signs of fetal malnutrition, 750-999 grams
764.14	&quot;light-for-dates&quot; with signs of fetal malnutrition, 1,000- 1,249 grams
764.15	&quot;light-for-dates&quot; with signs of fetal malnutrition, 1,250- 1,499 grams
764.16	&quot;light-for-dates&quot; with signs of fetal malnutrition, 1,500- 1,749 grams
764.17	&quot;light-for-dates&quot; with signs of fetal malnutrition, 1,750 1,999 grams
764.18	&quot;light-for-dates&quot; with signs of fetal malnutrition, 2,000- 2,499 grams
764.19	&quot;light-for-dates&quot; with signs of fetal malnutrition, 2,500+ grams
764.2	fetal malnutrition without mention of &quot;light-for-dates&quot;
764.20	fetal malnutrition without mention of &quot;light-for-dates&quot;, unspecified [weight]
764.21	fetal malnutrition without mention of &quot;light-for-dates&quot;, less than 500 grams
764.22	fetal malnutrition without mention of &quot;light-for-dates&quot;, 500-749 grams
764.23	fetal malnutrition without mention of &quot;light-for-dates&quot;, 750-999 grams
764.24	fetal malnutrition without mention of &quot;light-for-dates&quot;, 1,000- 1,249 grams
764.25	fetal malnutrition without mention of &quot;light-for-dates&quot;, 1,250- 1,499 grams
764.26	fetal malnutrition without mention of &quot;light-for-dates&quot;, 1,500- 1,749 grams
764.27	fetal malnutrition without mention of &quot;light-for-dates&quot;, 1,750- 1,999 grams
764.28	fetal malnutrition without mention of &quot;light-for-dates&quot;, 2,000- 2,499 grams
764.29	fetal malnutrition without mention of &quot;light-for-dates&quot;, 2,500+ grams
764.9	fetal growth retardation, unspecified
764.90	fetal growth retardation, unspecified [weight]
764.91	fetal growth retardation, unspecified, less than 500 grams
764.92	fetal growth retardation, unspecified, 500-749 grams
764.93	fetal growth retardation, unspecified, 750-999 grams
